"id","title","publisher","url","date","accessed","type","strength","crossVerified","usedFor","notes","publishedAt","publishedDateLabel","accessedAt","sourceClass","usageCount","retentionStatus"
"src-solar-design-job","Solar Design Engineer vacancy, Noida","Apna","https://apna.co/job/noida/solar-design-engineer-559881057","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","false","Solar design-engineer compensation observation","Not a manufacturing-sector band.","2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-solar-sales-job","Solar Sales and Marketing Manager vacancy, Noida","Apna","https://apna.co/job/noida/sales-marketing-manager-939173452","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","false","Solar sales-manager compensation observation","Different function from manufacturing.","2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-picker-packer-noida","Picker/Packer vacancy, NSEZ Noida","Apna","https://apna.co/job/noida/picker-packer-109656579","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Picker/packer compensation observation",,"2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-warehouse-executive","Warehouse Executive vacancy, Noida","Apna","https://apna.co/job/noida/warehouse-executive-984258719","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","false","Warehouse-executive compensation observation",,"2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-instamart-picker","Swiggy Instamart picker vacancy, Greater Noida","WorkIndia","https://www.workindia.in/jobs/picker_packer-greater_noida-delhi-8628090/","Accessed 2026-08-16","2026-08-16","Job vacancy","MEDIUM","true","Second picker compensation observation",,,"Accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-dc-network-engineer","L2/L3 Data Centre Network Engineer vacancy","Naukri / Cyfuture","https://www.naukri.com/job-listings-network-engineers-l2-l3-cyfuture-noida-3-to-5-years-120626011631","2026-06-12","2026-08-16","Dated job vacancy","MEDIUM","false","Data-centre network-engineer compensation observation",,"2026-06-12","2026-06-12","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-dc-team-lead","Azure Infrastructure Operations Team Lead vacancy","Naukri / NLB Services","https://www.naukri.com/job-listings-team-lead-azure-infrastructure-digital-services-operations-nlb-services-noida-greater-noida-delhi-ncr-8-to-13-years-050626026645","2026-06-05","2026-08-16","Dated job vacancy","MEDIUM","false","Data-centre/infra team-lead compensation observation",,"2026-06-05","2026-06-05","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-dc-pmo","Data-centre PMO Analyst vacancy","Naukri / Lobo Business Consultants","https://www.naukri.com/job-listings-analyst-pmo-support-data-centers-lobo-business-consultants-noida-4-to-9-years-290726018493","2026-07-29","2026-08-16","Dated job vacancy","MEDIUM","false","Data-centre PMO compensation observation",,"2026-07-29","2026-07-29","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-gims-nurse","GIMS Staff Nurse advertisement","Government Institute of Medical Sciences","https://gims.ac.in/assets/pdf/DetailedAdv1.pdf","2026-08-08","2026-08-16","Official recruitment advertisement","HIGH","true","Staff Nurse pay-level observation","Government pay should not be generalised to private support workers.","2026-08-08","2026-08-08","2026-08-16","OFFICIAL","1","REFERENCED"
"src-gims-senior-resident","GIMS Senior Resident advertisement","Government Institute of Medical Sciences","https://www.gims.ac.in/assets/pdf/Recruitments/DetailedAdvertisementSpecialitySeniorResidents.pdf","2026-07-14","2026-08-16","Official recruitment advertisement","HIGH","true","Senior Resident pay-level observation",,"2026-07-14","2026-07-14","2026-08-16","OFFICIAL","1","REFERENCED"
"src-gims-faculty","GIMS contractual faculty advertisement","Government Institute of Medical Sciences","https://www.gims.ac.in/assets/pdf/Recruitments/Contractual%20Faculty%20ADVT%20GIMS%20(1).pdf","2026-04-08","2026-08-16","Official recruitment advertisement","HIGH","true","Faculty compensation observations",,"2026-04-08","2026-04-08","2026-08-16","OFFICIAL","1","REFERENCED"
"src-medanta-mo","Medical Officer vacancy, Medanta Noida","Naukri / Medanta","https://www.naukri.com/job-listings-medical-officer-medanta-noida-0-to-3-years-220726002083","2026-07-22","2026-08-16","Dated job vacancy","MEDIUM","false","Private medical-officer compensation observation",,"2026-07-22","2026-07-22","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-hospitality-manager","Front Office/Duty Manager vacancy, Greater Noida","Naukri / Antara Senior Care","https://www.naukri.com/job-listings-front-office-manager-duty-manager-antara-senior-living-noida-150-antara-senior-care-greater-noida-8-to-12-years-100726012210","2026-07-10","2026-08-16","Dated job vacancy","MEDIUM","false","Senior front-office compensation observation","No frontline hospitality sample.","2026-07-10","2026-07-10","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-assistant-video-editor","Assistant Video Editor vacancy, Noida","Apna","https://apna.co/job/noida/assistant-video-editor-639970880","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Assistant editor compensation observation",,"2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-video-editor","Video Editor vacancy, Noida","Apna","https://apna.co/job/noida/video-editor-728985771","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Editor compensation observation",,"2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-senior-video-editor","Senior Video Editor vacancy, Noida","Apna","https://apna.co/job/noida/video-editor-260908521","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Senior editor compensation observation",,"2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-tailor-job","Tailor vacancy, Noida","Apna","https://apna.co/job/noida/tailor-170035024","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Tailor compensation observation","Includes incentive.","2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-cutting-master","Garment Cutting Master vacancy, Noida","Apna","https://apna.co/job/noida/cutting-mastergarment-250440948","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Cutting-master compensation observation","Includes incentive.","2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-garment-supervisor","Garment Production Supervisor vacancy, Noida","Apna","https://apna.co/job/noida/garment-production-supervisor-231885602","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","true","Production-supervisor compensation observation","Includes incentive.","2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-toy-ecommerce","AVS Toys e-commerce vacancy","Apna","https://apna.co/job/noida/e-commerce-executive-438935035","2026-08-15","2026-08-16","Dated job vacancy","MEDIUM","false","Evidence that available role is not factory manufacturing","Not a toy-factory wage proxy.","2026-08-15","2026-08-15","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-toy-designer-search","Toy designer vacancy search, Greater Noida","Indeed","https://in.indeed.com/q-toy-designer-l-noida,-uttar-pradesh-jobs.html?vjk=f91e3273a4d5848d","Accessed 2026-08-16","2026-08-16","Job-search result","LOW","false","Evidence that available role is design, not factory production","Not a manufacturing-wage proxy.",,"Accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-patanjali-extension","Patanjali food park receives two-year extension","Times of India","https://timesofindia.indiatimes.com/city/noida/patanjali-food-park-granted-2-year-extension-for-development/articleshow/112387064.cms","2024","2026-08-16","Established media reporting authority action","MEDIUM","true","Patanjali development-extension timeline","Extension is not operating proof.",,"2024","2026-08-16","OFFICIAL","1","REFERENCED"
"src-patanjali-innova","YEIDA seeks Patanjali land for Innova food park","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-asks-patanjali-to-give-land-for-food-park-101760300342776.html","2025-11","2026-08-16","Established media","MEDIUM","false","Proposed 50-acre sublease and unresolved consent","Proposal only.",,"2025-11","2026-08-16","MEDIA","2","REFERENCED"
"src-adaniconnex-noida","Noida approves AdaniConneX plot sublease","Data Center Dynamics","https://www.datacenterdynamics.com/en/news/noida-authority-to-sublease-10-acre-plot-to-adaniconnex/","2024-08","2026-08-16","Specialist trade media","MEDIUM","false","Sector 80 sublease and Sector 62 construction context","No operating milestone in cited source.",,"2024-08","2026-08-16","MEDIA","2","REFERENCED"
"src-am-ai-hub-ht","AI hub proposed in Yamuna city","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/ai-hub-to-come-up-in-yamuna-city-by-2030-yeida-signs-mou-101770922131369.html","2026","2026-08-16","Established media","MEDIUM","true","AM Group MoU/LoI, land and target claims","No lease or construction evidence.",,"2026","2026-08-16","MEDIA","2","REFERENCED"
"src-am-ai-hub-et","AM Group and Invest UP sign AI data-centre MoU","ET Government","https://government.economictimes.indiatimes.com/news/technology/am-group-invest-up-sign-mou-to-set-up-25-billion-ai-data-centre-in-uttar-pradesh/128305808","2026","2026-08-16","Established business media","MEDIUM","true","AI/HPC proposal economics","Promoter claims, not realised investment.",,"2026","2026-08-16","MEDIA","2","REFERENCED"
"src-emc-development","YEIDA begins Electronics Manufacturing Cluster development","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-begins-development-of-electronics-manufacturing-cluster-101754679525929.html","2025","2026-08-16","Established media","MEDIUM","true","Cluster contractor and company LoIs",,,"2025","2026-08-16","MEDIA","2","REFERENCED"
"src-emc-approval","Government approves YEIDA electronics cluster","Hindustan Times","https://www.hindustantimes.com/india-news/govt-approves-rs-417-cr-electronics-manufacturing-cluster-in-up-101750863063324.html","2025-06-25","2026-08-16","Established media reporting government approval","MEDIUM","true","EMC 2.0 approval and infrastructure economics","Cluster approval does not upgrade company LoIs.","2025-06-25","2025-06-25","2026-08-16","OFFICIAL","1","REFERENCED"
"src-fortune-yeida-investments","UP issues YEIDA investment allotment letters","Fortune India","https://www.fortuneindia.com/economy/up-locks-in-5800-crore-yeida-investments-as-solar-electronics-and-it-firms-bet-big-on-the-expressway-corridor/139511","2026-05","2026-08-16","Established business media","MEDIUM","true","Solar, IT/ITES and apparel allotment-letter rows","Jobs remain promoter/authority claims.",,"2026-05","2026-08-16","MEDIA","10","REFERENCED"
"src-park-anchor-outreach","YEIDA seeks anchor units for special industrial parks","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-begins-outreach-to-bring-anchor-units-for-all-yamuna-city-industrial-parks-101764097547176.html","2025-11","2026-08-16","Established media","MEDIUM","true","Wipro GE outreach and special-park conversion gap","Outreach is not allotment.",,"2025-11","2026-08-16","MEDIA","2","REFERENCED"
"src-esic-medical-college","YEIDA proposes 100 acres for ESIC medical college","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-decides-to-allot-100-acres-land-for-esic-medical-college-101742493298275.html","2025-03","2026-08-16","Established media reporting authority decision","MEDIUM","false","ESIC planning-stage decision","Final allotment, DPR and construction not verified.",,"2025-03","2026-08-16","OFFICIAL","1","REFERENCED"
"src-aai-traffic-news","AAI Traffic News archive","Airports Authority of India","https://www.aai.aero/en/business-opportunities/aai-traffic-news","Live archive","2026-08-16","Official traffic archive","HIGH","false","Search for airport-level actual passenger/cargo totals","No verified NIA monthly actual was located at cutoff.",,"Live archive","2026-08-16","OFFICIAL","1","REFERENCED"
"src-first-cargo-flight","First cargo flight from Noida airport","Hindustan Times","https://www.hindustantimes.com/cities/gurugram-news/first-cargo-flight-to-take-off-from-noida-airport-on-june-17-101781117242629.html","2026-06","2026-08-16","Established media","MEDIUM","true","Cargo operational milestone","Actual monthly tonnage remains unavailable.",,"2026-06","2026-08-16","MEDIA","2","REFERENCED"
"src-faridabad-jewar-link","Faridabad-Jewar greenfield link progress","India TV","https://www.indiatvnews.com/business/news/faridabad-to-jewar-airport-in-just-20-minutes-31km-greenfield-expressway-to-boost-connectivity-2026-03-04-1032579","2026-03-04","2026-08-16","Media project update","MEDIUM","true","Construction progress and slipped schedule","Full corridor opening not verified.","2026-03-04","2026-03-04","2026-08-16","MEDIA","1","REFERENCED"
"src-nhai-dnd-kmp","DND-KMP package tender","National Highways Authority of India","https://nhai.gov.in/nhai/sites/default/files/tender/OtherDocuments/1_NIT_DND-KMP_Pkg-1.pdf","Tender document","2026-08-16","Official procurement","HIGH","true","Road-package evidence",,,"Tender document","2026-08-16","OFFICIAL","1","REFERENCED"
"src-ganga-airport-link","UP approves airport-Ganga Expressway link","India Today","https://www.indiatoday.in/information/story/jewar-airport-rs-8585-crore-expressway-link-route-cost-benefits-2965651-2026-08-07","2026-08-07","2026-08-16","Established media reporting Cabinet approval","MEDIUM","false","Approved cost, length and next steps","No construction.","2026-08-07","2026-08-07","2026-08-16","MEDIA","2","REFERENCED"
"src-chilla-progress","Chilla elevated road progress","Times of India","https://timesofindia.indiatimes.com/city/noida/chilla-elevated-road-50-done-to-be-ready-in-a-year/articleshow/133058963.cms","2026-08","2026-08-16","Established media","MEDIUM","false","Reported construction progress",,,"2026-08","2026-08-16","MEDIA","1","REFERENCED"
"src-pod-taxi-plan","YEIDA pod-taxi proposal","Invest UP","https://invest.up.gov.in/wp-content/uploads/2023/05/india_090523.pdf","2023","2026-08-16","Government investment document","HIGH","true","Original pod-taxi concept","Subsequent tender failures prevented construction.",,"2023","2026-08-16","OFFICIAL","1","REFERENCED"
"src-botanical142-pib","Cabinet approves Botanical Garden-Sector 142 Aqua Line","Press Information Bureau","https://pib.gov.in/PressReleasePage.aspx?PRID=2227985&reg=3&lang=1","2026-02-14","2026-08-16","Government approval","HIGH","true","Metro funding and scope",,"2026-02-14","2026-02-14","2026-08-16","OFFICIAL","2","REFERENCED"
"src-nmrc-lt-selection","NMRC selects agency for two metro projects","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/nmrc-finalises-agency-for-2-key-metro-projects-101786038746074.html","2026-08","2026-08-16","Established media","MEDIUM","true","L&T selection milestone","Mobilisation is not operation.",,"2026-08","2026-08-16","MEDIA","2","REFERENCED"
"src-gnwest-metro-reset","Greater Noida West metro DPR rejected again","News18","https://www.news18.com/cities/noida/big-setback-for-greater-noida-west-metro-dpr-rejected-again-fresh-plan-ordered-ws-l-10011240.html","2026-04","2026-08-16","Established media","MEDIUM","false","Fresh-DPR/reset status","No funding or construction.",,"2026-04","2026-08-16","MEDIA","1","REFERENCED"
"src-22d-water-tender","Sector 22D water-supply tender 2026_YEIDA_1105538_15","UP eProcurement / YEIDA","https://etender.up.nic.in","2026-01","2026-08-16","Official tender","HIGH","false","Rs 8.41-crore, 365-day water package","Award and completion were not independently verified.",,"2026-01","2026-08-16","OFFICIAL","1","REFERENCED"
"src-yeida-service-masterplan","YEIDA begins future-ready service master plan","Times of India","https://timesofindia.indiatimes.com/city/noida/yeida-to-prepare-future-ready-service-master-plan/articleshow/125953352.cms","2025-12","2026-08-16","Established media","MEDIUM","false","Water, sewer, drainage and flood-capacity planning","Planning indicates remaining delivery work.",,"2025-12","2026-08-16","MEDIA","2","REFERENCED"
"src-yeida-maintenance-corpus","YEIDA creates civic-infrastructure maintenance corpus","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/90th-board-meeting-yeida-to-set-up-corpus-fund-for-civic-infra-maintenance-101780944809223.html","2026-06","2026-08-16","Established media reporting Board decision","MEDIUM","false","Rs 25-crore annual corpus","Funding is not proof of completed repairs.",,"2026-06","2026-08-16","MEDIA","1","REFERENCED"
"src-22d-power-crisis","Sector 22D power reliability ground report","Daily Jagran","https://www.thedailyjagran.com/uttar-pradesh/greater-noida-power-crisis-hits-yeida-sector-22d-officials-trade-blame-as-300-families-suffer-40068446","2025-12","2026-08-16","Established local reporting","MEDIUM","false","Transformer availability and resident impact","Point-in-time local report.",,"2025-12","2026-08-16","MEDIA","2","REFERENCED"
"src-school-brochure","YEIDA Senior Secondary School plot brochure","YEIDA","https://www.yamunaexpresswayauthority.com/uploads/2025/07/SENIOR-SECONDARY-SCHOOL-Brochure.pdf","2025-07","2026-08-16","Official scheme brochure","HIGH","false","School-plot programme","Scheme is not an operating school.",,"2025-07","2026-08-16","OFFICIAL","1","REFERENCED"
"src-hospital-brochure","YEIDA hospital plot brochure","YEIDA","https://www.yamunaexpresswayauthority.com/uploads/2025/06/Hospital-Brochure.pdf","2025-06","2026-08-16","Official scheme brochure","HIGH","false","Hospital/maternity plot programme","Scheme is not operating capacity.",,"2025-06","2026-08-16","OFFICIAL","1","REFERENCED"
"src-airport-height-control","Height restrictions around Noida airport","NDTV","https://www.ndtv.com/noida-news/noida-international-airport-jewar-height-restrictions-put-in-place-within-20-km-radius-of-noida-airport-8863420","2025-07","2026-08-16","Established media","MEDIUM","true","Operational-airport obstacle-control warning","Project-specific AAI NOC is definitive.",,"2025-07","2026-08-16","MEDIA","1","REFERENCED"
"src-aai-nocas","AAI NOCAS","Airports Authority of India","https://nocas2.aai.aero/nocas/","Live system","2026-08-16","Official aviation-height system","HIGH","true","Project-specific obstacle-height verification",,,"Live system","2026-08-16","OFFICIAL","2","REFERENCED"
"src-nrsc-flood-atlas","NRSC flood-hazard atlas","National Remote Sensing Centre","https://ndem.nrsc.gov.in/hydrological_fhz.php","Live official portal","2026-08-16","Government geospatial source","HIGH","false","Flood-hazard context","No report-wide claim is made for every Sector 22D parcel.",,"Live official portal","2026-08-16","OFFICIAL","1","REFERENCED"
"src-airport-expansion-hc","Vijay Pal Singh v State of UP","Allahabad High Court","https://elegalix.allahabadhighcourt.in/elegalix/WebShowJudgment.do?judgmentID=13330496","2026-04-28","2026-08-16","Court judgment","HIGH","true","Airport expansion acquisition and R&R safeguards",,"2026-04-28","2026-04-28","2026-08-16","LEGAL","1","REFERENCED"
"src-airport-compensation-camps","Airport expansion compensation camps begin","ET Realty","https://realty.economictimes.indiatimes.com/news/infrastructure/land-acquisition-camps-start-at-14-villages-for-noida-airport-expansion/130012151","2026-04","2026-08-16","Established infrastructure media","MEDIUM","true","Compensation benchmark and payout process","R&R remains a schedule dependency.",,"2026-04","2026-08-16","MEDIA","1","REFERENCED"
"src-jaypee-supreme-court","Supreme Court permits preparatory Sports City redevelopment","Hindustan Times","https://www.hindustantimes.com/cities/delhi-news/supeme-court-allows-yeida-to-develop-jaypee-residential-projects-101747677994533.html","2025-05-19","2026-08-16","Established legal reporting","MEDIUM","true","Court-controlled redevelopment timeline","Final effect remained subject to court permission.","2025-05-19","2025-05-19","2026-08-16","LEGAL","1","REFERENCED"
"src-aisats-selection","AISATS selected for Noida airport cargo hub","SATS Ltd","https://www.sats.com.sg/media/latest-news/2023/2023-02-aisats-selected-to-build-multi-modal-cargo-hub-at-india's-noida-international-airport","2023-02-13","2026-08-16","Company disclosure","HIGH","true","Named cargo-hub operator commitment",,"2023-02-13","2023-02-13","2026-08-16","CORPORATE","1","REFERENCED"
"src-greenbay-hc","High Court restrains YEIDA from immediate Greenbay cancellation","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/high-court-to-yeida-restrain-from-cancelling-land-allotment-101754246385603.html","2025-08","2026-08-16","Established legal reporting","MEDIUM","true","Greenbay cancellation-dispute status",,,"2025-08","2026-08-16","LEGAL","1","REFERENCED"
"src-investup-vacancy-survey","Invest UP survey finds 94% of YEIDA industrial plots without work","Daily Jagran","https://www.thedailyjagran.com/uttar-pradesh/invest-up-survey-94-yeida-industrial-plots-still-vacant-govt-plans-cancellation-re-allotment-40028146","2026","2026-08-16","Established local reporting official survey","MEDIUM","true","Authority-wide physical-conversion warning","Cutoff and definition may differ from YEIDA headline counts.",,"2026","2026-08-16","OFFICIAL","1","REFERENCED"
"src-airport-license","Noida airport receives aerodrome licence","Noida International Airport","https://www.niairport.in/en/company/news/2026/2026-03-06","2026-03-06","2026-08-16","Operator announcement","HIGH","true","DGCA licence milestone",,"2026-03-06","2026-03-06","2026-08-16","CORPORATE","1","REFERENCED"
"src-pib-airport-license","Government release on airport licence","Press Information Bureau","https://pib.gov.in/PressReleasePage.aspx?PRID=2236062","2026-03","2026-08-16","Government release","HIGH","true","Independent licence corroboration",,,"2026-03","2026-08-16","OFFICIAL","1","REFERENCED"
"src-pib-hcl-groundbreaking","Groundbreaking of HCL-Foxconn semiconductor unit","Press Information Bureau","https://pib.gov.in/PressReleasePage.aspx?PRID=2230857","2026-02-21","2026-08-16","Government release","HIGH","true","Physical-start milestone",,"2026-02-21","2026-02-21","2026-08-16","OFFICIAL","1","REFERENCED"
"src-rrts-etinfra","Ghaziabad-Jewar RRTS station and alignment update","ET Infra","https://infra.economictimes.indiatimes.com/news/railways/ghaziabad-jewar-corridor-to-have-11-namo-bharat-18-metro-stations-ncrtc/133208717","2026-08","2026-08-16","Established infrastructure media","MEDIUM","true","Preliminary DPR/alignment details","No sanction, funding or construction.",,"2026-08","2026-08-16","MEDIA","1","REFERENCED"
"src-amber-bse-fy26","Amber Enterprises FY26 filing","Amber Enterprises","https://www.ir.ambergroupindia.com/wp-content/uploads/2026/02/Investor-Presentation-Q3-FY2026-10022026.pdf","2026-02-10","2026-08-16","Listed-company investor filing","HIGH","true","Amber consolidated scale",,"2026-02-10","2026-02-10","2026-08-16","CORPORATE","2","REFERENCED"
"src-ascent-ownership","Amber acquisition disclosure for Ascent Circuits","Amber Enterprises","https://www.ir.ambergroupindia.com/wp-content/uploads/2026/07/SE-Intimation-Acquisition-Manju_Thomas-03072026.pdf","2026-07-03","2026-08-16","Listed-company disclosure","HIGH","true","Distinguishing Ascent Circuits from Ascent-K Circuit","Ascent Circuits is not the named YEIDA project entity.","2026-07-03","2026-07-03","2026-08-16","CORPORATE","1","REFERENCED"
"src-dixon-loi","YEIDA issues provisional LoI to Dixon","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-issues-letter-of-intent-to-dixon-tech-for-phone-manufacturing-unit-101750441190579.html","2025-06-21","2026-08-16","Established media reporting authority action","MEDIUM","true","Dixon LoI conditions, area and intent","Not a final allotment or construction milestone.","2025-06-21","2025-06-21","2026-08-16","OFFICIAL","1","REFERENCED"
"src-dixon-financials","Dixon Technologies financial performance","Dixon Technologies","https://dixoninfo.com/financial-performance","FY26","2026-08-16","Listed-company investor page","HIGH","false","Dixon company scale","Official FY26 highlights; dynamic document selector should be retained with a dated snapshot.",,"FY26","2026-08-16","CORPORATE","1","REFERENCED"
"src-aurionpro-toshi-profile","About Aurionpro Toshi Automatic Systems","Aurionpro Toshi","https://aurotoshi.com/about-us","Live company page","2026-08-16","Company disclosure","MEDIUM","false","Automation product and operating-footprint description","Promotional customer claims require independent verification.",,"Live company page","2026-08-16","CORPORATE","1","REFERENCED"
"src-neenjas-loi","New EV manufacturing unit proposed in YEIDA Sector 8D","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/new-ev-manufacturing-unit-planned-in-yeida-sector-8d-101766858475741.html","2025-12","2026-08-16","Established media reporting authority action","MEDIUM","false","Neenjas LoI, land, capex and intent","No lease or construction evidence.",,"2025-12","2026-08-16","OFFICIAL","1","REFERENCED"
"src-anondita-rhp","Anondita Medicare red-herring prospectus","Anondita Medicare / SEBI offer process","https://www.anonditamedicare.com/Final_RHP_Anondita_18_08_2025_AML.pdf","2025-08-18","2026-08-16","Regulatory offer document","HIGH","true","Legal succession and existing product capacity","The YEIDA LoI legal allottee still requires direct verification.","2025-08-18","2025-08-18","2026-08-16","REGULATORY","1","REFERENCED"
"src-crispy-profile","Crispy City Foods legal-entity profile","Tracxn","https://tracxn.com/d/legal-entities/india/crispy-city-foods-private-limited/__Nmxc_Sinqh_4tUNdQfQgrDV87JLu5iB5DBH664TRwBY","Accessed 2026-08-16","2026-08-16","Commercial registry-derived profile","MEDIUM","false","Legal identity and historic scale indication","Not an audited financial source.",,"Accessed 2026-08-16","2026-08-16","OFFICIAL","1","REFERENCED"
"src-innovex-profile","Innovex Products LLP profile","The Company Check","https://www.thecompanycheck.com/company/innovex-products-llp/ACF-9794","Accessed 2026-08-16","2026-08-16","Commercial registry-derived profile","MEDIUM","false","LLP identity and incorporation date","No verified operating scale.",,"Accessed 2026-08-16","2026-08-16","OFFICIAL","1","REFERENCED"
"src-ag-organica-profile","About A.G. Organica","A.G. Organica","https://www.agorganica.com/about-a-g-organica/","Live company page","2026-08-16","Company disclosure","MEDIUM","false","Products, facility and export claims","International-scale claims are promotional.",,"Live company page","2026-08-16","CORPORATE","1","REFERENCED"
"src-apaar-profile","Apaar Infratech company profile","IndiaMART","https://www.indiamart.com/apaar-infratech/aboutus.html","Accessed 2026-08-16","2026-08-16","Marketplace company profile","LOW","false","Known construction-materials product profile","Does not establish PCB capability.",,"Accessed 2026-08-16","2026-08-16","CORPORATE","1","REFERENCED"
"src-arsenal-profile","Arsenal Infosolutions","Tofler","https://www.tofler.in/arsenal-infosolutions-private-limited/company/U74999DL2017PTC314926","Commercial filing profile accessed 2026-08-16","2026-08-16","Company disclosure","MEDIUM","false","Legal identity and FY24 revenue range","Not an audited filing in this report.",,"Commercial filing profile accessed 2026-08-16","2026-08-16","CORPORATE","2","REFERENCED"
"src-virtual-employee-profile","Virtual Employee company and locations","Virtual Employee","https://www.virtualemployee.com/about-us","Live company site","2026-08-16","Company disclosure","MEDIUM","false","Remote-staffing activity and claimed client footprint","Client count is a company claim.",,"Live company site","2026-08-16","CORPORATE","2","REFERENCED"
"src-amadeus-india-profile","Amadeus India legal-entity profile","Tofler","https://www.tofler.in/amadeus-india-private-limited/company/U74899DL1994PTC057786","Accessed 2026-08-16","2026-08-16","Commercial registry-derived profile","MEDIUM","false","Legal entity and FY23 revenue range","Facility scope remains undisclosed.",,"Accessed 2026-08-16","2026-08-16","OFFICIAL","2","REFERENCED"
"src-quarks-profile","Quarks Technosoft","Quarks Technosoft","https://www.qtsolv.com/","Live company site","2026-08-16","Company disclosure","MEDIUM","false","Product-engineering and technology-service activity","Company activity and client claim are official; revenue range is separately sourced.",,"Live company site","2026-08-16","CORPORATE","2","REFERENCED"
"src-sahu-attire-profile","Sahu International Attire legal-entity profile","The Company Check","https://www.thecompanycheck.com/company/sahu-international-attire-private-limited/U14101DL2024PTC428437","Accessed 2026-08-16","2026-08-16","Commercial registry-derived profile","MEDIUM","false","Legal identity and young-company status","No operating scale was verified.",,"Accessed 2026-08-16","2026-08-16","OFFICIAL","2","REFERENCED"
"src-balar-profile","Balar Marketing company profile","Tofler","https://www.tofler.in/balar-marketing-pvt-ltd/company/U36102DL1992PTC050686","Commercial filing profile accessed 2026-08-16","2026-08-16","Commercial filing-derived profile","MEDIUM","false","Legal identity, product category and broad FY25 revenue range","Exact revenue and employee figures were removed.",,"Commercial filing profile accessed 2026-08-16","2026-08-16","OTHER","1","REFERENCED"
"src-triveni-profile","Triveni Almirah company profile","Tofler","https://www.tofler.in/triveni-almirah-private-limited/company/U36912UP2010PTC042824","Commercial filing profile accessed 2026-08-16","2026-08-16","Commercial filing-derived profile","MEDIUM","false","Legal identity, steel-furniture activity and broad FY24 revenue range","Exact revenue and employee figures were removed.",,"Commercial filing profile accessed 2026-08-16","2026-08-16","OTHER","1","REFERENCED"
"src-neenjas-profile","Neenjas Electric company profile","Tofler","https://www.tofler.in/neenjas-electric-private-limited/company/U31909UP2022PTC159504","Commercial filing profile accessed 2026-08-16","2026-08-16","Commercial filing-derived profile","MEDIUM","false","Legal identity and broad FY25 revenue range","Exact revenue was removed.",,"Commercial filing profile accessed 2026-08-16","2026-08-16","OTHER","1","REFERENCED"
"src-arsenal-activity","Arsenal Infosolutions","Arsenal Infosolutions","https://www.arsenalinfosolutions.com/","Live company site","2026-08-16","Company disclosure","MEDIUM","false","Systems-integration, cloud, network and cybersecurity activity",,,"Live company site","2026-08-16","CORPORATE","1","REFERENCED"
"src-amadeus-bird","Amadeus India company overview","Bird Group","https://bird.in/pdf/amadeus-superbrands.pdf","Company publication","2026-08-16","Parent/group publication","MEDIUM","false","Bird/Amadeus India relationship and travel-distribution activity",,,"Company publication","2026-08-16","OTHER","2","REFERENCED"
